"","province","s_it","g_it","a_it","r_it","eci"
"2532","Hispania Citerior",2,1,3,4,-0.572308782591068
"2533","Sardinia",2,1,3,4,-0.547553257541827
"2534","Moesia Superior",2,1,3,4,-0.476815004924492
"2535","Apulia et Calabria (Regio II)",2,1,3,4,-0.283030888086719
"2536","Dalmatia",2,1,3,4,-0.276738924966946
"2537","Raetia",2,1,3,4,-0.242448349088907
"2538","Aemilia (Regio VIII)",2,1,3,4,-0.178691667569946
"2539","Moesia Inferior",2,1,3,4,-0.165500587951746
"2540","Noricum",2,1,3,4,-0.118845630277343
"2541","Pannonia Inferior",2,1,3,4,-0.0588113521361755
"2542","Mauretania Tingitana",2,1,3,4,0.042477800672279
"2543","Liguria (Regio IX)",2,1,3,4,0.136550552816197
"2544","Umbria (Regio VI)",2,1,3,4,0.161077392692064
"2545","Samnium (Regio IV)",2,1,3,4,0.204816032743601
"2546","Syria",2,1,3,4,0.426471525425953
"2547","Bruttium et Lucania (Regio III)",2,1,3,4,0.455080684750517
"2548","Galatia",2,1,3,4,0.47052453845017
"2549","Picenum (Regio V)",2,1,3,4,0.534962818412514
"2550","Numidia",2,1,3,4,0.719756631827188
"2551","Mauretania Caesariensis",2,1,3,4,0.722201442818723
"2552","Achaia",2,1,3,4,0.737064848198311
"2553","Latium et Campania (Regio I)",2,1,3,4,0.928509694617746
"2554","Etruria (Regio VII)",2,1,3,4,0.929625409849141
"2555","Asia",2,1,3,4,1.04704369006122
"2556","Macedonia",2,1,3,4,1.18063358822298
"2557","Sicilia",2,1,3,4,1.31611501722594
"2558","Dacia",2,1,3,4,1.80292179905254
"2559","Baetica",2,1,3,4,1.80948785374455
"2560","Africa Proconsularis",2,1,3,4,2.43251132427728
"2561","Germania Superior",2,1,3,5,-1.77677656316486
"2562","Lusitania",2,1,3,5,-1.77621128755346
"2563","Narbonensis",2,1,3,5,-1.42305617170475
"2564","Germania Inferior",2,1,3,5,-1.25082519106722
"2565","Transpadana (Regio XI)",2,1,3,5,-1.24170946903333
"2566","Aquitania",2,1,3,5,-1.12631501830177
"2567","Venetia et Histria (Regio X)",2,1,3,5,-1.05219227220664
"2568","Belgica",2,1,3,5,-0.977555180103059
"2569","Pannonia Superior",2,1,3,5,-0.939395118791311
"2570","Britannia",2,1,3,5,-0.796064058839207
"2571","Lugdunensis",2,1,3,5,-0.776987869958039
"2572","Hispania Citerior",2,1,3,5,-0.572308782591116
"2573","Sardinia",2,1,3,5,-0.547553257541818
"2574","Moesia Superior",2,1,3,5,-0.476815004924484
"2575","Apulia et Calabria (Regio II)",2,1,3,5,-0.283030888086731
"2576","Dalmatia",2,1,3,5,-0.276738924966925
"2577","Raetia",2,1,3,5,-0.242448349088898
"2578","Aemilia (Regio VIII)",2,1,3,5,-0.178691667569982
"2579","Moesia Inferior",2,1,3,5,-0.165500587951745
"2580","Noricum",2,1,3,5,-0.118845630277347
"2581","Pannonia Inferior",2,1,3,5,-0.0588113521361792
"2582","Mauretania Tingitana",2,1,3,5,0.0424778006722748
"2583","Liguria (Regio IX)",2,1,3,5,0.136550552816163
"2584","Umbria (Regio VI)",2,1,3,5,0.161077392692034
"2585","Samnium (Regio IV)",2,1,3,5,0.204816032743594
"2586","Syria",2,1,3,5,0.426471525425948
"2587","Bruttium et Lucania (Regio III)",2,1,3,5,0.455080684750502
"2588","Galatia",2,1,3,5,0.47052453845017
"2589","Picenum (Regio V)",2,1,3,5,0.534962818412488
"2590","Numidia",2,1,3,5,0.719756631827215
"2591","Mauretania Caesariensis",2,1,3,5,0.722201442818735
"2592","Achaia",2,1,3,5,0.7370648481983
"2593","Latium et Campania (Regio I)",2,1,3,5,0.928509694617787
"2594","Etruria (Regio VII)",2,1,3,5,0.929625409849109
"2595","Asia",2,1,3,5,1.04704369006122
"2596","Macedonia",2,1,3,5,1.18063358822299
"2597","Sicilia",2,1,3,5,1.31611501722594
"2598","Dacia",2,1,3,5,1.80292179905254
"2599","Baetica",2,1,3,5,1.80948785374455
"2600","Africa Proconsularis",2,1,3,5,2.43251132427729
"2601","Germania Superior",2,1,4,1,-1.70569201484788
"2602","Lusitania",2,1,4,1,-1.56133726125641
"2603","Narbonensis",2,1,4,1,-1.3801078641178
"2604","Germania Inferior",2,1,4,1,-1.26942265020839
"2605","Transpadana (Regio XI)",2,1,4,1,-1.20468159618882
"2606","Pannonia Superior",2,1,4,1,-1.11020699001455
"2607","Aquitania",2,1,4,1,-1.04758795621957
"2608","Venetia et Histria (Regio X)",2,1,4,1,-0.96492429645924
"2609","Belgica",2,1,4,1,-0.916952441742956
"2610","Britannia",2,1,4,1,-0.780168376741592
"2611","Lugdunensis",2,1,4,1,-0.706033977524156
"2612","Dalmatia",2,1,4,1,-0.613110924818868
"2613","Hispania Citerior",2,1,4,1,-0.565999303861993
"2614","Moesia Superior",2,1,4,1,-0.521327265308368
"2615","Sardinia",2,1,4,1,-0.484297641954294
"2616","Aemilia (Regio VIII)",2,1,4,1,-0.390789217605602
"2617","Moesia Inferior",2,1,4,1,-0.346836759516677
"2618","Pannonia Inferior",2,1,4,1,-0.318372462910368
"2619","Apulia et Calabria (Regio II)",2,1,4,1,-0.246239471701953
"2620","Raetia",2,1,4,1,-0.233586219491784
"2621","Noricum",2,1,4,1,-0.178891196556895
"2622","Umbria (Regio VI)",2,1,4,1,-0.0284200048753818
"2623","Mauretania Tingitana",2,1,4,1,0.103189003851075
"2624","Liguria (Regio IX)",2,1,4,1,0.180309057875587
"2625","Syria",2,1,4,1,0.375416426738872
"2626","Samnium (Regio IV)",2,1,4,1,0.417965675995146
"2627","Galatia",2,1,4,1,0.457161270715958
"2628","Picenum (Regio V)",2,1,4,1,0.571054295181323
"2629","Bruttium et Lucania (Regio III)",2,1,4,1,0.612776650830199
"2630","Etruria (Regio VII)",2,1,4,1,0.678793399625835
"2631","Mauretania Caesariensis",2,1,4,1,0.719927174858769
"2632","Numidia",2,1,4,1,0.738576524523701
"2633","Achaia",2,1,4,1,0.898646818462828
"2634","Dacia",2,1,4,1,1.20734746781704
"2635","Asia",2,1,4,1,1.22876150675561
"2636","Macedonia",2,1,4,1,1.28700344802407
"2637","Sicilia",2,1,4,1,1.40702384827303
"2638","Latium et Campania (Regio I)",2,1,4,1,1.47173373162486
"2639","Baetica",2,1,4,1,1.62022511408349
"2640","Africa Proconsularis",2,1,4,1,2.59907447868616
"2641","Germania Superior",2,1,4,2,-1.85927080153652
"2642","Narbonensis",2,1,4,2,-1.53964537512303
"2643","Lusitania",2,1,4,2,-1.41121952432966
"2644","Germania Inferior",2,1,4,2,-1.35057692447025
"2645","Transpadana (Regio XI)",2,1,4,2,-1.23920220459889
"2646","Belgica",2,1,4,2,-1.17524916213961
"2647","Pannonia Superior",2,1,4,2,-1.16545049246438
"2648","Aquitania",2,1,4,2,-1.12023416518382
"2649","Britannia",2,1,4,2,-0.91002972085261
"2650","Lugdunensis",2,1,4,2,-0.874369344893067
"2651","Venetia et Histria (Regio X)",2,1,4,2,-0.736141731158525
"2652","Dalmatia",2,1,4,2,-0.656383357740481
"2653","Moesia Superior",2,1,4,2,-0.550268738294676
"2654","Sardinia",2,1,4,2,-0.548170358342621
"2655","Hispania Citerior",2,1,4,2,-0.453233856874739
"2656","Raetia",2,1,4,2,-0.272185087121708
"2657","Moesia Inferior",2,1,4,2,-0.253562671139688
"2658","Noricum",2,1,4,2,-0.169403913490173
"2659","Apulia et Calabria (Regio II)",2,1,4,2,-0.115386430114942
"2660","Pannonia Inferior",2,1,4,2,-0.0631655984140762
"2661","Aemilia (Regio VIII)",2,1,4,2,-0.0355714498709651
"2662","Mauretania Tingitana",2,1,4,2,0.121332291861583
"2663","Umbria (Regio VI)",2,1,4,2,0.226860131555779
"2664","Liguria (Regio IX)",2,1,4,2,0.291981385749341
"2665","Samnium (Regio IV)",2,1,4,2,0.348498658511968
"2666","Syria",2,1,4,2,0.409898623562298
"2667","Galatia",2,1,4,2,0.491951358591758
"2668","Mauretania Caesariensis",2,1,4,2,0.603452676494674
"2669","Numidia",2,1,4,2,0.606232356697164
"2670","Picenum (Regio V)",2,1,4,2,0.614163434926575
"2671","Bruttium et Lucania (Regio III)",2,1,4,2,0.630174102258536
"2672","Achaia",2,1,4,2,0.868937668080125
"2673","Etruria (Regio VII)",2,1,4,2,1.06834100291257
"2674","Latium et Campania (Regio I)",2,1,4,2,1.07790331245717
"2675","Asia",2,1,4,2,1.09627679246403
"2676","Macedonia",2,1,4,2,1.20037439466315
"2677","Sicilia",2,1,4,2,1.29983668892913
"2678","Dacia",2,1,4,2,1.53483734269469
"2679","Baetica",2,1,4,2,1.61571067089691
"2680","Africa Proconsularis",2,1,4,2,2.39195801484698
"2681","Germania Superior",2,1,4,3,-1.90985620488462
"2682","Narbonensis",2,1,4,3,-1.6661460780987
"2683","Lusitania",2,1,4,3,-1.4188626313772
"2684","Germania Inferior",2,1,4,3,-1.32323626702238
"2685","Transpadana (Regio XI)",2,1,4,3,-1.28258898339845
"2686","Aquitania",2,1,4,3,-1.15008137845054
"2687","Belgica",2,1,4,3,-1.14396733197041
"2688","Pannonia Superior",2,1,4,3,-0.947295309181931
"2689","Britannia",2,1,4,3,-0.878069905608157
"2690","Lugdunensis",2,1,4,3,-0.87803451787469
"2691","Venetia et Histria (Regio X)",2,1,4,3,-0.829381833574615
"2692","Dalmatia",2,1,4,3,-0.571076701468142
"2693","Sardinia",2,1,4,3,-0.541336406907169
"2694","Moesia Superior",2,1,4,3,-0.505904945246452
"2695","Hispania Citerior",2,1,4,3,-0.323329623078405
"2696","Raetia",2,1,4,3,-0.27305840400846
"2697","Apulia et Calabria (Regio II)",2,1,4,3,-0.229605235714295
"2698","Moesia Inferior",2,1,4,3,-0.174365854934028
"2699","Noricum",2,1,4,3,-0.0959415338023174
"2700","Aemilia (Regio VIII)",2,1,4,3,-0.0484415278724722
"2701","Pannonia Inferior",2,1,4,3,-0.0343245719892696
"2702","Mauretania Tingitana",2,1,4,3,0.116778307902471
"2703","Umbria (Regio VI)",2,1,4,3,0.22105197097282
"2704","Samnium (Regio IV)",2,1,4,3,0.279285226803071
"2705","Liguria (Regio IX)",2,1,4,3,0.291645991542896
"2706","Syria",2,1,4,3,0.423559294340687
"2707","Galatia",2,1,4,3,0.519896211784088
"2708","Bruttium et Lucania (Regio III)",2,1,4,3,0.580027889321319
"2709","Mauretania Caesariensis",2,1,4,3,0.590397903428094
"2710","Numidia",2,1,4,3,0.610552391055125
"2711","Picenum (Regio V)",2,1,4,3,0.624408093869656
"2712","Latium et Campania (Regio I)",2,1,4,3,0.70814667935459
"2713","Achaia",2,1,4,3,0.806094838934844
"2714","Etruria (Regio VII)",2,1,4,3,1.06995051273825
"2715","Asia",2,1,4,3,1.07606266101863
"2716","Macedonia",2,1,4,3,1.19342848181937
"2717","Sicilia",2,1,4,3,1.30900738691645
"2718","Baetica",2,1,4,3,1.69418782627076
"2719","Dacia",2,1,4,3,1.71911632256987
"2720","Africa Proconsularis",2,1,4,3,2.39130725581971
"2721","Lusitania",2,1,4,4,-1.85208209856191
"2722","Germania Superior",2,1,4,4,-1.73063445126064
"2723","Narbonensis",2,1,4,4,-1.44724567226805
"2724","Transpadana (Regio XI)",2,1,4,4,-1.23243016062241
"2725","Germania Inferior",2,1,4,4,-1.18964993964889
"2726","Venetia et Histria (Regio X)",2,1,4,4,-1.15862042189911
"2727","Aquitania",2,1,4,4,-1.12676474669762
"2728","Belgica",2,1,4,4,-0.944751690798726
"2729","Pannonia Superior",2,1,4,4,-0.90127470622182
"2730","Lugdunensis",2,1,4,4,-0.758254452431857
"2731","Britannia",2,1,4,4,-0.746782119399548
"2732","Hispania Citerior",2,1,4,4,-0.626341829485275
"2733","Sardinia",2,1,4,4,-0.54503738489939
"2734","Moesia Superior",2,1,4,4,-0.461790610504477
"2735","Apulia et Calabria (Regio II)",2,1,4,4,-0.280355000788496
"2736","Raetia",2,1,4,4,-0.237220573365993
"2737","Dalmatia",2,1,4,4,-0.228104342246309
"2738","Aemilia (Regio VIII)",2,1,4,4,-0.192454975893787
"2739","Moesia Inferior",2,1,4,4,-0.111327057534634
"2740","Noricum",2,1,4,4,-0.110620564119254
"2741","Pannonia Inferior",2,1,4,4,-0.025052614802432
"2742","Mauretania Tingitana",2,1,4,4,0.0636989306400473
"2743","Liguria (Regio IX)",2,1,4,4,0.103030726853332
"2744","Samnium (Regio IV)",2,1,4,4,0.135853464322693
"2745","Umbria (Regio VI)",2,1,4,4,0.140968361921475
"2746","Syria",2,1,4,4,0.429856425208064
"2747","Bruttium et Lucania (Regio III)",2,1,4,4,0.446688647011847
"2748","Galatia",2,1,4,4,0.500900043478529
"2749","Picenum (Regio V)",2,1,4,4,0.519584072840531
"2750","Achaia",2,1,4,4,0.721706523367172
"2751","Mauretania Caesariensis",2,1,4,4,0.725829559428909
"2752","Numidia",2,1,4,4,0.742494667909921
"2753","Latium et Campania (Regio I)",2,1,4,4,0.767820591465096
"2754","Etruria (Regio VII)",2,1,4,4,0.94261567202277
"2755","Asia",2,1,4,4,1.02377091417281
"2756","Macedonia",2,1,4,4,1.20727167660358
"2757","Sicilia",2,1,4,4,1.31493074457472
"2758","Baetica",2,1,4,4,1.81157396858701
"2759","Dacia",2,1,4,4,1.91668598186474
"2760","Africa Proconsularis",2,1,4,4,2.39151444117738
"2761","Lusitania",2,1,4,5,-1.78339278727955
"2762","Germania Superior",2,1,4,5,-1.73878270702512
"2763","Narbonensis",2,1,4,5,-1.64402920081326
"2764","Transpadana (Regio XI)",2,1,4,5,-1.23015921682996
"2765","Venetia et Histria (Regio X)",2,1,4,5,-1.14494611491201
"2766","Germania Inferior",2,1,4,5,-1.14349695002379
"2767","Aquitania",2,1,4,5,-1.09091505191624
"2768","Belgica",2,1,4,5,-0.881643287127984
"2769","Pannonia Superior",2,1,4,5,-0.875100609236976
"2770","Lugdunensis",2,1,4,5,-0.771320725845496
"2771","Britannia",2,1,4,5,-0.703672376964528
"2772","Hispania Citerior",2,1,4,5,-0.58880528568072
"2773","Sardinia",2,1,4,5,-0.518752131913861
"2774","Moesia Superior",2,1,4,5,-0.425222932097288
"2775","Apulia et Calabria (Regio II)",2,1,4,5,-0.333145987572076
"2776","Raetia",2,1,4,5,-0.228321486270405
"2777","Aemilia (Regio VIII)",2,1,4,5,-0.204316148601603
"2778","Dalmatia",2,1,4,5,-0.166061846358749
"2779","Moesia Inferior",2,1,4,5,-0.0815814769226409
"2780","Noricum",2,1,4,5,-0.0692996407813022
"2781","Pannonia Inferior",2,1,4,5,0.00996512463653366
"2782","Samnium (Regio IV)",2,1,4,5,0.0591677583383671
"2783","Liguria (Regio IX)",2,1,4,5,0.0613010723925732
"2784","Mauretania Tingitana",2,1,4,5,0.0722987782033581
"2785","Umbria (Regio VI)",2,1,4,5,0.171453140773159
"2786","Syria",2,1,4,5,0.308906158934507
"2787","Latium et Campania (Regio I)",2,1,4,5,0.437205061547563
"2788","Bruttium et Lucania (Regio III)",2,1,4,5,0.476350536847579
"2789","Picenum (Regio V)",2,1,4,5,0.486649945643906
"2790","Galatia",2,1,4,5,0.51321117111662
"2791","Achaia",2,1,4,5,0.719394219546199
"2792","Mauretania Caesariensis",2,1,4,5,0.74815815717057
"2793","Numidia",2,1,4,5,0.81265386055336
"2794","Etruria (Regio VII)",2,1,4,5,0.972827118676151
"2795","Asia",2,1,4,5,1.0446835426762
"2796","Macedonia",2,1,4,5,1.1916599977205
"2797","Sicilia",2,1,4,5,1.34418011981808
"2798","Baetica",2,1,4,5,1.80672194790781
"2799","Dacia",2,1,4,5,1.91358924069464
"2800","Africa Proconsularis",2,1,4,5,2.47258901097588
"2801","Germania Superior",2,1,5,1,-1.79847355923576
"2802","Narbonensis",2,1,5,1,-1.58465881435041
"2803","Germania Inferior",2,1,5,1,-1.33646694622361
"2804","Lusitania",2,1,5,1,-1.26931609986435
"2805","Transpadana (Regio XI)",2,1,5,1,-1.24829721076238
"2806","Pannonia Superior",2,1,5,1,-1.16359551982756
"2807","Aquitania",2,1,5,1,-0.980874575007172
"2808","Lugdunensis",2,1,5,1,-0.975216555341251
"2809","Belgica",2,1,5,1,-0.917916679512036
"2810","Britannia",2,1,5,1,-0.663952895969449
"2811","Dalmatia",2,1,5,1,-0.633049030770008
"2812","Venetia et Histria (Regio X)",2,1,5,1,-0.621877572271918
"2813","Moesia Superior",2,1,5,1,-0.591443093561598
"2814","Sardinia",2,1,5,1,-0.523289491372117
"2815","Apulia et Calabria (Regio II)",2,1,5,1,-0.443487763165388
"2816","Hispania Citerior",2,1,5,1,-0.396950573252809
"2817","Moesia Inferior",2,1,5,1,-0.369013976907741
"2818","Pannonia Inferior",2,1,5,1,-0.336530410463491
"2819","Raetia",2,1,5,1,-0.286973307986809
"2820","Noricum",2,1,5,1,-0.184515029220241
"2821","Aemilia (Regio VIII)",2,1,5,1,-0.144051238134888
"2822","Mauretania Tingitana",2,1,5,1,0.0725422552124396
"2823","Umbria (Regio VI)",2,1,5,1,0.12895797187716
"2824","Liguria (Regio IX)",2,1,5,1,0.278345354463288
"2825","Galatia",2,1,5,1,0.394400047854415
"2826","Syria",2,1,5,1,0.407679168939397
"2827","Samnium (Regio IV)",2,1,5,1,0.437094866462631
"2828","Picenum (Regio V)",2,1,5,1,0.493790155422397
"2829","Numidia",2,1,5,1,0.505611626980082
"2830","Bruttium et Lucania (Regio III)",2,1,5,1,0.55032165314336
"2831","Achaia",2,1,5,1,0.78727678713739
"2832","Etruria (Regio VII)",2,1,5,1,0.895935478404128
"2833","Mauretania Caesariensis",2,1,5,1,0.933462039246122
"2834","Dacia",2,1,5,1,1.0231150687947
"2835","Macedonia",2,1,5,1,1.08025894332199
"2836","Asia",2,1,5,1,1.24233611065854
"2837","Sicilia",2,1,5,1,1.26292055457733
"2838","Baetica",2,1,5,1,1.48987058104804
"2839","Latium et Campania (Regio I)",2,1,5,1,1.88669602803741
"2840","Africa Proconsularis",2,1,5,1,2.59933565162018
"2841","Germania Superior",2,1,5,2,-1.87702318774461
"2842","Narbonensis",2,1,5,2,-1.68460949963748
"2843","Lusitania",2,1,5,2,-1.4618216853465
"2844","Germania Inferior",2,1,5,2,-1.30391264236257
"2845","Transpadana (Regio XI)",2,1,5,2,-1.24603531724217
"2846","Pannonia Superior",2,1,5,2,-1.06998841627417
"2847","Aquitania",2,1,5,2,-1.06433423162573
"2848","Belgica",2,1,5,2,-1.00628686993131
"2849","Venetia et Histria (Regio X)",2,1,5,2,-0.856356545850263
"2850","Lugdunensis",2,1,5,2,-0.83988179469608
"2851","Britannia",2,1,5,2,-0.646962305934662
"2852","Dalmatia",2,1,5,2,-0.593161143276841
"2853","Moesia Superior",2,1,5,2,-0.523878425541942
"2854","Sardinia",2,1,5,2,-0.520836332492758
"2855","Hispania Citerior",2,1,5,2,-0.418406156690956
"2856","Apulia et Calabria (Regio II)",2,1,5,2,-0.296847801187173
"2857","Pannonia Inferior",2,1,5,2,-0.271567386929262
"2858","Raetia",2,1,5,2,-0.265855552939547
"2859","Moesia Inferior",2,1,5,2,-0.241944972713901
"2860","Noricum",2,1,5,2,-0.123139639788547
"2861","Aemilia (Regio VIII)",2,1,5,2,-0.0514405903834142
"2862","Mauretania Tingitana",2,1,5,2,0.13262836776824
"2863","Umbria (Regio VI)",2,1,5,2,0.157874715526458
"2864","Liguria (Regio IX)",2,1,5,2,0.244672710162822
"2865","Samnium (Regio IV)",2,1,5,2,0.291629287031302
"2866","Syria",2,1,5,2,0.340256455596093
"2867","Galatia",2,1,5,2,0.497758594344176
"2868","Picenum (Regio V)",2,1,5,2,0.602668666312874
"2869","Numidia",2,1,5,2,0.613395357037002
"2870","Bruttium et Lucania (Regio III)",2,1,5,2,0.628195245256984
"2871","Mauretania Caesariensis",2,1,5,2,0.671211591222236
"2872","Latium et Campania (Regio I)",2,1,5,2,0.800041900391333
"2873","Achaia",2,1,5,2,0.871201129478958
"2874","Etruria (Regio VII)",2,1,5,2,1.09947706878831
"2875","Asia",2,1,5,2,1.1814101289552
"2876","Macedonia",2,1,5,2,1.24010213770585
"2877","Sicilia",2,1,5,2,1.39505152505866
"2878","Dacia",2,1,5,2,1.44502666459698
"2879","Baetica",2,1,5,2,1.63401091859873
"2880","Africa Proconsularis",2,1,5,2,2.51767803475767
"2881","Germania Superior",2,1,5,3,-1.94697688887479
"2882","Narbonensis",2,1,5,3,-1.8873900447896
"2883","Lusitania",2,1,5,3,-1.42529408634848
"2884","Transpadana (Regio XI)",2,1,5,3,-1.28958259728316
"2885","Germania Inferior",2,1,5,3,-1.25359293161144
"2886","Aquitania",2,1,5,3,-1.10481461911129
"2887","Belgica",2,1,5,3,-1.04233746777258
"2888","Venetia et Histria (Regio X)",2,1,5,3,-0.95522683539709
"2889","Lugdunensis",2,1,5,3,-0.881099553453906
"2890","Pannonia Superior",2,1,5,3,-0.820937303521833
"2891","Britannia",2,1,5,3,-0.652157373186712
"2892","Sardinia",2,1,5,3,-0.527975773943011
"2893","Dalmatia",2,1,5,3,-0.49765567096318
"2894","Moesia Superior",2,1,5,3,-0.465800485269117
"2895","Apulia et Calabria (Regio II)",2,1,5,3,-0.323548215608562
"2896","Hispania Citerior",2,1,5,3,-0.306671042327475
"2897","Raetia",2,1,5,3,-0.271481945622136
"2898","Moesia Inferior",2,1,5,3,-0.104853240641209
"2899","Aemilia (Regio VIII)",2,1,5,3,-0.0466102555849818
"2900","Noricum",2,1,5,3,-0.0394903282653351
"2901","Pannonia Inferior",2,1,5,3,-0.00371901216505894
"2902","Mauretania Tingitana",2,1,5,3,0.153652918750571
"2903","Umbria (Regio VI)",2,1,5,3,0.20327844683055
"2904","Latium et Campania (Regio I)",2,1,5,3,0.220373448477316
"2905","Samnium (Regio IV)",2,1,5,3,0.232273106440627
"2906","Liguria (Regio IX)",2,1,5,3,0.25891980694236
"2907","Syria",2,1,5,3,0.410911970569186
"2908","Galatia",2,1,5,3,0.547443366846628
"2909","Mauretania Caesariensis",2,1,5,3,0.581948409154271
"2910","Bruttium et Lucania (Regio III)",2,1,5,3,0.585281898200949
"2911","Picenum (Regio V)",2,1,5,3,0.602525154645618
"2912","Numidia",2,1,5,3,0.60259207653063
"2913","Achaia",2,1,5,3,0.800854727135508
"2914","Asia",2,1,5,3,1.08446107187518
"2915","Etruria (Regio VII)",2,1,5,3,1.11128328631313
"2916","Macedonia",2,1,5,3,1.21911083156933
"2917","Sicilia",2,1,5,3,1.36462770009324
"2918","Baetica",2,1,5,3,1.68491425992733
"2919","Dacia",2,1,5,3,1.81078906492756
"2920","Africa Proconsularis",2,1,5,3,2.37197412651096
"2921","Germania Superior",2,1,5,4,-1.93195180729258
"2922","Narbonensis",2,1,5,4,-1.89028251501548
"2923","Lusitania",2,1,5,4,-1.44212148740608
"2924","Transpadana (Regio XI)",2,1,5,4,-1.29665396129579
"2925","Germania Inferior",2,1,5,4,-1.25114338113086
"2926","Aquitania",2,1,5,4,-1.09254077123172
"2927","Belgica",2,1,5,4,-1.00928178928013
"2928","Venetia et Histria (Regio X)",2,1,5,4,-0.951381474944106
"2929","Lugdunensis",2,1,5,4,-0.878775784326881
"2930","Pannonia Superior",2,1,5,4,-0.823486340356646
"2931","Britannia",2,1,5,4,-0.637931069457011
"2932","Sardinia",2,1,5,4,-0.525780308162387
"2933","Dalmatia",2,1,5,4,-0.48784386683219
"2934","Moesia Superior",2,1,5,4,-0.462039540964265
"2935","Apulia et Calabria (Regio II)",2,1,5,4,-0.36697790788883
"2936","Hispania Citerior",2,1,5,4,-0.313030732947761
"2937","Raetia",2,1,5,4,-0.268960445666989
"2938","Moesia Inferior",2,1,5,4,-0.120628793731135
"2939","Aemilia (Regio VIII)",2,1,5,4,-0.0712780904186131
"2940","Noricum",2,1,5,4,-0.0434782215453357
"2941","Pannonia Inferior",2,1,5,4,-0.0143723265323494
"2942","Mauretania Tingitana",2,1,5,4,0.146723820598777
"2943","Umbria (Regio VI)",2,1,5,4,0.192699877283387
"2944","Latium et Campania (Regio I)",2,1,5,4,0.224855875816708
"2945","Samnium (Regio IV)",2,1,5,4,0.227138866733328
"2946","Liguria (Regio IX)",2,1,5,4,0.250189181331153
"2947","Syria",2,1,5,4,0.393772714190492
"2948","Galatia",2,1,5,4,0.536181568855055
