"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"91897","Lycia et Pamphylia","r_0.001","7","2","2","3","5",-0.732755404212554
"91898","Bithynia et Pontus","r_0.001","7","2","2","3","5",-0.642700505278953
"91899","Galatia","r_0.001","7","2","2","3","5",-0.573537375791912
"91900","Aegyptus","r_0.001","7","2","2","3","5",-0.474573971014297
"91901","Macedonia","r_0.001","7","2","2","3","5",-0.46174951820746
"91902","Achaia","r_0.001","7","2","2","3","5",-0.433226621136426
"91903","Syria","r_0.001","7","2","2","3","5",-0.371264366806593
"91904","Dacia","r_0.001","7","2","2","3","5",-0.36856411190532
"91905","Cilicia","r_0.001","7","2","2","3","5",-0.360786365559343
"91906","Iudaea","r_0.001","7","2","2","3","5",-0.327153372654522
"91907","Thracia","r_0.001","7","2","2","3","5",-0.32711054707151
"91908","Cyrene","r_0.001","7","2","2","3","5",-0.316865768829105
"91909","Arabia","r_0.001","7","2","2","3","5",-0.314493407639349
"91910","Epirus","r_0.001","7","2","2","3","5",-0.262061841908051
"91911","Moesia Inferior","r_0.001","7","2","2","3","5",-0.260997652871081
"91912","Pannonia Inferior","r_0.001","7","2","2","3","5",-0.226336154119392
"91913","Africa Proconsularis","r_0.001","7","2","2","3","5",-0.212037601784875
"91914","Sicilia","r_0.001","7","2","2","3","5",-0.200148512169509
"91915","Etruria (Regio VII)","r_0.001","7","2","2","3","5",-0.199143783400136
