"","province","m","l_it","s_it","g_it","a_it","r_it","eci"
"101395","Bruttium et Lucania (Regio III)","r_0.001","9","2","1","3","2",0.479844786199535
"101396","Hispania Citerior","r_0.001","9","2","1","3","2",0.523805437127837
"101397","Germania Inferior","r_0.001","9","2","1","3","2",0.531036295387678
"101398","Lugdunensis","r_0.001","9","2","1","3","2",0.570732311693387
"101399","Picenum (Regio V)","r_0.001","9","2","1","3","2",0.595185396262266
"101400","Moesia Superior","r_0.001","9","2","1","3","2",0.599507751841778
"101401","Lusitania","r_0.001","9","2","1","3","2",0.67894137099488
"101402","Moesia Inferior","r_0.001","9","2","1","3","2",0.717586581293821
"101403","Aemilia (Regio VIII)","r_0.001","9","2","1","3","2",0.731387858481535
"101404","Transpadana (Regio XI)","r_0.001","9","2","1","3","2",0.735946012458989
"101405","Pannonia Superior","r_0.001","9","2","1","3","2",0.771247714423588
"101406","Apulia et Calabria (Regio II)","r_0.001","9","2","1","3","2",0.915206507636217
"101407","Venetia et Histria (Regio X)","r_0.001","9","2","1","3","2",1.4695563779289
"101408","Narbonensis","r_0.001","9","2","1","3","2",1.4743964429171
"101409","Germania Superior","r_0.001","9","2","1","3","2",1.53064920244259
"101410","Latium et Campania (Regio I)","r_0.001","9","2","1","3","2",2.21123032466022
"101411","Asia","r_0.001","9","2","1","3","3",-3.6426625586641
"101412","Lycia et Pamphylia","r_0.001","9","2","1","3","3",-2.83370614568503
"101413","Bithynia et Pontus","r_0.001","9","2","1","3","3",-2.7358167102923
"101414","Galatia","r_0.001","9","2","1","3","3",-1.86369457035287
"101415","Sicilia","r_0.001","9","2","1","3","3",-0.856859750719154
"101416","Cilicia","r_0.001","9","2","1","3","3",-0.567914843547157
"101417","Macedonia","r_0.001","9","2","1","3","3",-0.556209292878991
"101418","Etruria (Regio VII)","r_0.001","9","2","1","3","3",-0.541484369000684
"101419","Samnium (Regio IV)","r_0.001","9","2","1","3","3",-0.508852285765207
"101420","Syria","r_0.001","9","2","1","3","3",-0.490473629790432
"101421","Africa Proconsularis","r_0.001","9","2","1","3","3",-0.48342606025507
"101422","Achaia","r_0.001","9","2","1","3","3",-0.457115593676764
"101423","Epirus","r_0.001","9","2","1","3","3",-0.404790452392408
"101424","Baetica","r_0.001","9","2","1","3","3",-0.402088233789351
"101425","Iudaea","r_0.001","9","2","1","3","3",-0.354040871227468
"101426","Creta","r_0.001","9","2","1","3","3",-0.350935134887291
"101427","Cappadocia","r_0.001","9","2","1","3","3",-0.254352481247377
"101428","Noricum","r_0.001","9","2","1","3","3",-0.201346180507371
"101429","Mauretania Tingitana","r_0.001","9","2","1","3","3",-0.0905899610958679
"101430","Alpes Cottiae","r_0.001","9","2","1","3","3",-0.0549132560021334
"101431","Umbria (Regio VI)","r_0.001","9","2","1","3","3",-0.0524218119690215
"101432","Corsica","r_0.001","9","2","1","3","3",-0.0123354310782311
"101433","Aegyptus","r_0.001","9","2","1","3","3",-0.00104096713103943
"101434","Belgica","r_0.001","9","2","1","3","3",0.000249136248392577
"101435","Britannia","r_0.001","9","2","1","3","3",0.0137688316287435
"101436","Alpes Graiae","r_0.001","9","2","1","3","3",0.0428935559143015
"101437","Numidia","r_0.001","9","2","1","3","3",0.0461743905632556
"101438","Pannonia Inferior","r_0.001","9","2","1","3","3",0.10035244453996
"101439","Cyrene","r_0.001","9","2","1","3","3",0.123358133407217
"101440","Raetia","r_0.001","9","2","1","3","3",0.161235233888766
"101441","Arabia","r_0.001","9","2","1","3","3",0.174092133100766
"101442","Mauretania Caesariensis","r_0.001","9","2","1","3","3",0.1931247734708
"101443","Thracia","r_0.001","9","2","1","3","3",0.193891651047057
"101444","Alpes Maritimae","r_0.001","9","2","1","3","3",0.229311434670365
"101445","Sardinia","r_0.001","9","2","1","3","3",0.278131629311002
"101446","Liguria (Regio IX)","r_0.001","9","2","1","3","3",0.278147546620091
"101447","Aquitania","r_0.001","9","2","1","3","3",0.32417862938905
"101448","Dalmatia","r_0.001","9","2","1","3","3",0.347974008272155
"101449","Dacia","r_0.001","9","2","1","3","3",0.45594518691665
"101450","Germania Inferior","r_0.001","9","2","1","3","3",0.460168875858788
"101451","Hispania Citerior","r_0.001","9","2","1","3","3",0.532262995553959
"101452","Lugdunensis","r_0.001","9","2","1","3","3",0.55350165445016
"101453","Moesia Superior","r_0.001","9","2","1","3","3",0.579395110277047
"101454","Bruttium et Lucania (Regio III)","r_0.001","9","2","1","3","3",0.591268753282408
"101455","Picenum (Regio V)","r_0.001","9","2","1","3","3",0.62421786391907
"101456","Lusitania","r_0.001","9","2","1","3","3",0.681548864472174
"101457","Moesia Inferior","r_0.001","9","2","1","3","3",0.712784092524139
"101458","Pannonia Superior","r_0.001","9","2","1","3","3",0.718155352775512
"101459","Transpadana (Regio XI)","r_0.001","9","2","1","3","3",0.721033496277562
"101460","Aemilia (Regio VIII)","r_0.001","9","2","1","3","3",0.754026608033583
"101461","Apulia et Calabria (Regio II)","r_0.001","9","2","1","3","3",0.959139699713756
"101462","Narbonensis","r_0.001","9","2","1","3","3",1.47904891946609
"101463","Germania Superior","r_0.001","9","2","1","3","3",1.52700274637348
"101464","Venetia et Histria (Regio X)","r_0.001","9","2","1","3","3",1.54217617946479
"101465","Latium et Campania (Regio I)","r_0.001","9","2","1","3","3",2.31851066052422
"101466","Asia","r_0.001","9","2","1","3","4",-3.60746727535597
"101467","Lycia et Pamphylia","r_0.001","9","2","1","3","4",-2.81557705496962
"101468","Bithynia et Pontus","r_0.001","9","2","1","3","4",-2.74560793970838
"101469","Galatia","r_0.001","9","2","1","3","4",-1.85290903243513
"101470","Sicilia","r_0.001","9","2","1","3","4",-0.786403342269487
"101471","Baetica","r_0.001","9","2","1","3","4",-0.737003957781522
"101472","Etruria (Regio VII)","r_0.001","9","2","1","3","4",-0.555136818438928
"101473","Macedonia","r_0.001","9","2","1","3","4",-0.553778257892021
"101474","Africa Proconsularis","r_0.001","9","2","1","3","4",-0.521464256528385
"101475","Cilicia","r_0.001","9","2","1","3","4",-0.507068105849377
"101476","Samnium (Regio IV)","r_0.001","9","2","1","3","4",-0.497707238902028
"101477","Syria","r_0.001","9","2","1","3","4",-0.439639171032754
"101478","Achaia","r_0.001","9","2","1","3","4",-0.416748390210997
"101479","Epirus","r_0.001","9","2","1","3","4",-0.396656581297655
"101480","Creta","r_0.001","9","2","1","3","4",-0.337774819215222
"101481","Iudaea","r_0.001","9","2","1","3","4",-0.317637183626426
"101482","Cappadocia","r_0.001","9","2","1","3","4",-0.245078071918993
"101483","Mauretania Caesariensis","r_0.001","9","2","1","3","4",-0.146541075684216
"101484","Noricum","r_0.001","9","2","1","3","4",-0.14208096468983
"101485","Mauretania Tingitana","r_0.001","9","2","1","3","4",-0.0802785149835377
"101486","Umbria (Regio VI)","r_0.001","9","2","1","3","4",-0.0602321988534918
"101487","Alpes Cottiae","r_0.001","9","2","1","3","4",-0.0296755549996175
"101488","Corsica","r_0.001","9","2","1","3","4",-0.0226318608792656
"101489","Belgica","r_0.001","9","2","1","3","4",0.0253718975635617
"101490","Britannia","r_0.001","9","2","1","3","4",0.0372292382334121
"101491","Alpes Graiae","r_0.001","9","2","1","3","4",0.0502447605317688
"101492","Aegyptus","r_0.001","9","2","1","3","4",0.0654185122419046
"101493","Thracia","r_0.001","9","2","1","3","4",0.0707727635012703
"101494","Pannonia Inferior","r_0.001","9","2","1","3","4",0.0727785571272741
"101495","Numidia","r_0.001","9","2","1","3","4",0.0934534267985983
"101496","Cyrene","r_0.001","9","2","1","3","4",0.161692423945168
"101497","Raetia","r_0.001","9","2","1","3","4",0.162319855762555
"101498","Arabia","r_0.001","9","2","1","3","4",0.191908731328884
"101499","Alpes Maritimae","r_0.001","9","2","1","3","4",0.224153001110114
"101500","Liguria (Regio IX)","r_0.001","9","2","1","3","4",0.269459358753138
"101501","Sardinia","r_0.001","9","2","1","3","4",0.301762197041653
"101502","Dalmatia","r_0.001","9","2","1","3","4",0.332859825487352
"101503","Bruttium et Lucania (Regio III)","r_0.001","9","2","1","3","4",0.353704215820255
"101504","Aquitania","r_0.001","9","2","1","3","4",0.382285951471853
"101505","Dacia","r_0.001","9","2","1","3","4",0.461796327436132
"101506","Germania Inferior","r_0.001","9","2","1","3","4",0.499065176023112
"101507","Hispania Citerior","r_0.001","9","2","1","3","4",0.585060896538335
"101508","Moesia Superior","r_0.001","9","2","1","3","4",0.586143184358831
"101509","Lugdunensis","r_0.001","9","2","1","3","4",0.586307000255131
"101510","Picenum (Regio V)","r_0.001","9","2","1","3","4",0.631529306563526
"101511","Lusitania","r_0.001","9","2","1","3","4",0.689491608202235
"101512","Moesia Inferior","r_0.001","9","2","1","3","4",0.743105173688732
"101513","Transpadana (Regio XI)","r_0.001","9","2","1","3","4",0.77158947846957
"101514","Aemilia (Regio VIII)","r_0.001","9","2","1","3","4",0.78332931381868
"101515","Pannonia Superior","r_0.001","9","2","1","3","4",0.785026510717779
"101516","Apulia et Calabria (Regio II)","r_0.001","9","2","1","3","4",1.04980049843795
